,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Height,Weight,foot,Growth,Value,Wage,Release Clause
3095,R. Grange,31,70,France,La Berrichonne de Châteauroux,70,RM,RM CM,70,70,157lbs,Right,0,1600000.0,4000.0,2800000.0
3096,A. Baby,31,68,Senegal,KAS Eupen,68,LM,LM RM,68,72,176lbs,Left,0,775000.0,5000.0,1200000.0
3097,D. Contento,30,69,Germany,SV Sandhausen,69,LB,LB,69,70,163lbs,Left,0,825000.0,4000.0,1300000.0
3098,I. Belfodil,28,77,Algeria,TSG 1899 Hoffenheim,77,ST,ST,77,76,190lbs,Right,0,9000000.0,39000.0,15300000.0
3099,Juan Carlos,32,72,Spain,Girona FC,72,GK,GK,72,74,181lbs,Right,0,1900000.0,6000.0,3000000.0
3100,L. Marrone,30,70,Italy,Crotone,71,CM,CB CDM,70,73,165lbs,Right,0,1400000.0,7000.0,2500000.0
3101,Borja García,29,75,Spain,SD Huesca,75,CAM,CAM LM CM,75,69,159lbs,Right,0,6500000.0,23000.0,14300000.0
3102,A. Griezmann,29,87,France,FC Barcelona,87,ST,ST CF LW,87,69,161lbs,Left,0,50500000.0,290000.0,103500000.0
3103,Renan Ribeiro,30,74,Brazil,Sporting CP,74,GK,GK,74,76,194lbs,Right,0,3800000.0,9000.0,7600000.0
3104,T. Flanagan,28,66,Northern Ireland,Sunderland,66,CB,CB,66,74,168lbs,Right,0,575000.0,4000.0,1000000.0
3105,H. Davis,28,61,England,Morecambe,62,CB,CB,62,73,183lbs,Right,1,250000.0,2000.0,456000.0
3106,R. Murray,28,59,Republic of Ireland,Sligo Rovers,60,RM,ST CAM,59,67,154lbs,Right,0,160000.0,600.0,248000.0
3107,A. Yarmolenko,30,77,Ukraine,West Ham United,79,CF,RM RW,77,75,183lbs,Left,0,8500000.0,40000.0,16200000.0
3108,G. Jara,34,70,Chile,Mazatlán FC,70,CB,CB,70,70,170lbs,Right,0,650000.0,7000.0,1100000.0
3109,C. Dawson,30,74,England,Watford,74,CB,CB,74,74,170lbs,Right,0,4600000.0,15000.0,8300000.000000001
3110,W. Khazri,29,76,Tunisia,AS Saint-Étienne,77,CAM,ST CAM,76,72,168lbs,Right,0,7500000.0,34000.0,15000000.0
3111,F. Hanin,30,75,France,Paris FC,75,LB,LB,75,70,161lbs,Left,0,5500000.0,9000.0,9600000.0
3112,Ryan Mendes,27,74,Cape Verde,Kayserispor,74,RM,RM LM,74,69,161lbs,Right,0,6000000.0,15000.0,12000000.0
3113,Sergi Enrich,30,77,Spain,SD Eibar,77,ST,ST,77,71,170lbs,Right,0,8500000.0,31000.0,17900000.0
3114,T. Bosmel,26,63,France,AC Arles Avignon,63,GK,GK,65,72,165lbs,Right,2,325000.0,5000.0,0.0
3115,F. Rossi,29,60,Italy,Atalanta,60,GK,GK,60,76,183lbs,Right,0,150000.0,6000.0,255000.0
3116,B. Hamid,29,75,United States,DC United,75,GK,GK,77,75,225lbs,Right,2,5500000.0,7000.0,8700000.0
3117,Adrián,33,76,Spain,Liverpool,76,GK,GK,76,75,176lbs,Right,0,4200000.0,52000.0,7800000.0
3118,Toribio,31,67,Spain,AD Alcorcón,67,CDM,CDM CM,67,69,154lbs,Left,0,575000.0,3000.0,891000.0
3119,L. Moult,28,67,England,Preston North End,67,ST,ST,67,72,187lbs,Right,0,800000.0,11000.0,1500000.0
3120,A. Townsend,28,77,England,Crystal Palace,77,RM,RM ST,77,70,161lbs,Left,0,9000000.0,54000.0,17100000.0
3121,Dani Jiménez,30,72,Spain,AD Alcorcón,72,GK,GK,72,70,159lbs,Right,0,2100000.0,6000.0,3300000.0
3122,T. Parkes,28,64,England,Exeter City,64,CB,CB,64,74,174lbs,Left,0,400000.0,3000.0,700000.0
3123,Pacheco,34,68,Canada,Santa Clara,67,CM,CM CDM,68,71,172lbs,Right,0,425000.0,3000.0,893000.0
3124,J. Vuković,32,72,Serbia,Qingdao Huanghai F.C.,72,CB,CB,72,77,205lbs,Left,0,2000000.0,11000.0,3100000.0
3125,J. Martial,29,67,France,FC Sochaux-Montbéliard,68,CB,CB,68,72,168lbs,Right,1,725000.0,2000.0,1300000.0
3126,Edgar Costa,33,69,Portugal,Clube Sport Marítimo,69,RM,RM,69,70,161lbs,Right,0,650000.0,5000.0,1400000.0
3127,P. Jones,28,75,England,Manchester United,75,CB,CB,75,73,157lbs,Right,0,6000000.0,79000.0,11400000.0
3128,A. Mooy,29,76,Australia,Australia,76,CM,CM CAM,76,68,159lbs,Right,0,0.0,0.0,0.0
3129,André,29,72,Brazil,Gazişehir Gaziantep F.K.,72,ST,ST,72,71,170lbs,Right,0,3100000.0,13000.0,6200000.0
3130,N. Mendez-Laing,28,71,England,Cardiff City,71,RM,RM RW,71,70,165lbs,Right,0,2400000.0,19000.0,4600000.0
3131,Tiago Pinto,32,75,Portugal,MKE Ankaragücü,75,LB,LB,75,70,154lbs,Left,0,4099999.9999999995,23000.0,8199999.999999999
3132,Borja Bastón,27,73,Spain,CD Leganés,73,ST,ST,73,73,181lbs,Right,0,4300000.0,12000.0,6900000.0
3133,D. Davis,29,68,England,Birmingham City,70,CDM,CM CDM,68,70,181lbs,Right,0,850000.0,8000.0,1600000.0
3134,J. Rojas,28,70,Ecuador,Club Atlético Talleres,70,RM,RW LW CAM,70,68,141lbs,Right,0,1800000.0,10000.0,0.0
3135,M. Leckie,29,72,Australia,Hertha BSC,72,RM,RM LM,72,71,181lbs,Right,0,3000000.0,30000.0,5100000.0
3136,S. Winnall,29,66,England,Oxford United,66,ST,ST,66,69,157lbs,Right,0,650000.0,4000.0,1100000.0
3137,D. Batth,29,70,England,Stoke City,70,CB,CB,70,75,198lbs,Right,0,1500000.0,15000.0,2900000.0
3138,F. Kainz,27,75,Austria,1. FC Köln,75,LM,LM RM CAM,75,69,157lbs,Right,0,7000000.0,26000.0,12600000.0
3139,G. Hairemans,28,68,Belgium,KV Mechelen,69,CM,CAM RM CM,68,72,141lbs,Left,0,900000.0,6000.0,1400000.0
3140,D. Lovren,29,80,Croatia,Liverpool,80,CB,CB,80,74,185lbs,Right,0,12500000.0,90000.0,23100000.0
3141,R. Petrović,31,73,Serbia,UD Almería,73,CDM,CDM CB,73,76,172lbs,Right,0,3000000.0,8000.0,4800000.0
3142,M. Ninković,35,74,Serbia,Sydney FC,74,CAM,CAM LM,74,71,168lbs,Right,0,2500000.0,7000.0,3100000.0
3143,Willian José,28,80,Brazil,Real Sociedad,80,ST,ST,80,74,201lbs,Right,0,15500000.0,40000.0,32600000.0
3144,Fransérgio,29,77,Brazil,SC Braga,77,CM,CM CAM,77,74,181lbs,Right,0,8500000.0,17000.0,17000000.0
3145,D. Amoo,29,65,England,Port Vale,65,RM,RM,65,70,170lbs,Right,0,525000.0,4000.0,919000.0
3146,J. Marquis,28,67,England,Portsmouth,67,ST,ST CAM,67,73,176lbs,Right,0,800000.0,6000.0,1400000.0
3147,T. Cairney,29,76,Scotland,Fulham,76,CAM,CAM CM,76,73,185lbs,Left,0,7500000.0,85000.0,14300000.0
3148,A. Turan,28,69,Turkey,MKE Ankaragücü,69,LB,LB,69,69,174lbs,Left,0,900000.0,12000.0,1800000.0
3149,A. Grimaldi,29,63,Germany,KFC Uerdingen 05,63,ST,ST,63,74,198lbs,Right,0,375000.0,2000.0,544000.0
3150,M. Faraoni,28,74,Italy,Hellas Verona,74,RM,RM RB,74,71,157lbs,Right,0,5500000.0,24000.0,9900000.0
3151,J. Edmundsson,28,68,Faroe Islands,DSC Arminia Bielefeld,68,CAM,CAM RW CM,68,73,183lbs,Left,0,900000.0,10000.0,1600000.0
3152,M. Peybernès,29,69,France,UD Almería,70,CB,CB,70,73,172lbs,Right,1,1000000.0,5000.0,1700000.0
3153,M. Delač,27,66,Croatia,AC Horsens,66,GK,GK,67,75,176lbs,Right,1,525000.0,3000.0,696000.0
3154,F. Farnolle,35,70,Benin,BB Erzurumspor,70,GK,GK,70,77,229lbs,Right,0,475000.0,4000.0,926000.0
3155,Javi López,34,74,Spain,RCD Espanyol,74,RB,RB LB,74,71,168lbs,Right,0,2000000.0,8000.0,3000000.0
3156,J. Bruma,28,74,Netherlands,VfL Wolfsburg,74,CB,CB,74,75,194lbs,Right,0,4900000.0,34000.0,8300000.000000001
3157,K. Kampl,29,81,Slovenia,RB Leipzig,81,CM,CM CDM CAM,81,70,146lbs,Right,0,17000000.0,65000.0,28900000.0
3158,L. Tankulić,29,63,Germany,SV Meppen,63,CAM,CAM RM,63,72,170lbs,Right,0,350000.0,800.0,508000.0
3159,Moisés,32,72,Brazil,Shandong Luneng TaiShan FC,72,CM,CM CAM CDM,72,72,168lbs,Left,0,2400000.0,14000.0,3800000.0
3160,J. Stockley,26,65,England,Preston North End,66,ST,ST,66,75,174lbs,Right,1,650000.0,8000.0,1300000.0
3161,J. Tavernier,28,75,England,Rangers FC,75,RB,RB,75,71,165lbs,Right,0,5500000.0,44000.0,9900000.0
3162,C. McLaughlin B,28,65,Northern Ireland,Sunderland,65,RB,RB RWB,65,72,157lbs,Right,0,475000.0,4000.0,831000.0
3163,J. Proctor,28,61,England,Rotherham United,61,ST,ST,61,74,172lbs,Right,0,250000.0,8000.0,463000.0
3164,A. Finnbogason,31,76,Iceland,FC Augsburg,76,ST,ST,76,72,176lbs,Right,0,7000000.0,29000.0,12600000.0
3165,Joel Robles,30,76,Spain,Real Betis,76,GK,GK,76,77,198lbs,Right,0,5000000.0,17000.0,10500000.0
3166,C. Austin,30,72,England,West Bromwich Albion,72,ST,ST,72,74,185lbs,Right,0,3000000.0,55000.0,6000000.0
3167,Baena,29,70,Spain,Granada CF,69,CB,CDM CM,70,71,159lbs,Right,0,1400000.0,6000.0,2200000.0
3168,C. Doukouré,27,72,Ivory Coast,Levante UD,73,CB,CDM CM,73,71,181lbs,Right,1,3200000.0,15000.0,7000000.0
3169,D. Ings,27,80,England,Southampton,80,ST,ST,80,70,161lbs,Right,0,16000000.0,70000.0,30400000.0
3170,Y. Rakitskyi,28,80,Ukraine,Shakhtar Donetsk,80,CDM,CB,80,73,183lbs,Left,0,12000000.0,2000.0,25200000.0
3171,P. Pogba,27,86,France,Manchester United,86,CM,CM CDM,87,75,185lbs,Right,1,50000000.0,190000.0,98800000.0
3172,L. Gutiérrez,35,65,Bolivia,Club Bolívar,65,CB,CB LB,65,71,163lbs,Left,0,160000.0,500.0,344000.0
3173,Suk Hyun Jun,29,70,Korea Republic,ESTAC Troyes,70,ST,ST,70,75,181lbs,Right,0,1800000.0,6000.0,3200000.0
3174,J. Fuenzalida,35,77,Chile,Universidad Católica,77,RW,RW RB RM,77,67,148lbs,Right,0,3900000.0,12000.0,5500000.0
3175,R. Millar,38,68,Chile,Mazatlán FC,68,CM,CM,68,72,168lbs,Right,0,275000.0,4000.0,468000.0
3176,E. Paredes,39,73,Chile,Colo-Colo,73,ST,ST,73,70,181lbs,Left,0,1200000.0,6000.0,1700000.0
3177,M. Torres,34,67,Colombia,Alianza Petrolera,67,CAM,CAM CM,67,67,159lbs,Right,0,375000.0,1000.0,506000.0
3178,D. Pabón,32,75,Colombia,Monterrey,75,RM,RM RW,75,67,163lbs,Right,0,5000000.0,37000.0,8500000.0
3179,J. Martínez,33,72,Colombia,Portimonense SC,72,ST,ST,72,73,170lbs,Right,0,2000000.0,7000.0,4200000.0
3180,G. Moreno,34,77,Colombia,Shanghai Greenland Shenhua FC,77,ST,ST CAM,77,76,183lbs,Left,0,4700000.0,21000.0,7300000.0
3181,T. Gutiérrez,35,74,Colombia,Junior FC,75,CF,ST,74,70,179lbs,Right,0,2600000.0,4000.0,3600000.0
3182,S. Motta,35,71,Colombia,La Equidad,72,CAM,CDM CAM CM,71,68,152lbs,Right,0,750000.0,1000.0,1000000.0
3183,S. Gürler,28,73,Turkey,Antalyaspor,73,LM,LM RM LW,73,69,143lbs,Right,0,4000000.0,16000.0,8000000.0
3184,C. Hussey,31,66,England,Cheltenham Town,66,LWB,LWB,66,70,143lbs,Left,0,475000.0,4000.0,831000.0
3185,E. Pérez,34,80,Argentina,River Plate,80,CDM,CDM CM,80,70,170lbs,Right,0,5500000.0,21000.0,7700000.0
3186,J. Ballón,32,65,Peru,Alianza Lima,66,CDM,CM CDM,65,70,168lbs,Right,0,400000.0,500.0,860000.0
3187,C. Ramos,29,70,Peru,Peru,69,CB,CB,70,72,172lbs,Right,0,0.0,0.0,0.0
3188,M. Valverde,32,64,Peru,Sport Huancayo,64,CAM,CAM CM RW,64,69,163lbs,Left,0,350000.0,500.0,753000.0
3189,U. Bangura,32,63,Sierra Leone,FC Zürich,63,CB,CB CDM,63,71,165lbs,Right,0,240000.0,3000.0,348000.0
3190,A. Corzo B,31,70,Peru,Peru,70,RB,RB RWB,70,68,165lbs,Right,0,0.0,0.0,0.0
3191,Mexer,31,75,Mozambique,FC Girondins de Bordeaux,75,CB,CB,75,74,174lbs,Right,0,4900000.0,26000.0,9300000.0
3192,I. Ávila,29,65,Peru,Melgar FBC,65,ST,ST,65,67,154lbs,Right,0,550000.0,500.0,1200000.0
3193,J. Sánchez,31,64,Peru,Melgar FBC,67,RM,CAM LM,64,66,154lbs,Right,0,400000.0,500.0,860000.0
3194,L. Trujillo,20,66,Peru,Peru,67,LWB,LB LM,75,69,159lbs,Left,9,0.0,0.0,0.0
3195,F. Flores,30,66,Venezuela,Independiente Medellín,66,CDM,CDM CB,66,71,194lbs,Right,0,525000.0,500.0,1100000.0
3196,A. Guerra,30,76,Venezuela,Venezuela,76,CAM,CM,76,68,143lbs,Right,0,0.0,0.0,0.0
3197,J. Granados,33,67,Venezuela,AC Mineros de Guayana,67,LB,LB LM CB,67,71,161lbs,Left,0,350000.0,500.0,753000.0
3198,Y. Del Valle,26,74,Venezuela,Rio Ave FC,74,RM,RM LM,74,68,165lbs,Right,0,6000000.0,10000.0,0.0
3199,C. Lampe,33,69,Bolivia,Bolivia,69,GK,GK,69,76,187lbs,Right,0,575000.0,500.0,1200000.0
3200,S. Verdi,27,77,Italy,Torino,79,CAM,CF CAM LW,77,69,143lbs,Left,0,9500000.0,46000.0,16200000.0
3201,Héldon,31,75,Cape Verde,Al Taawoun,75,LM,LM RM,75,69,148lbs,Right,0,6000000.0,24000.0,9900000.0
3202,S. Wieser,27,64,Liechtenstein,FC Vaduz,65,CB,CDM CM,65,73,176lbs,Left,1,475000.0,2000.0,724000.0
3203,G. Álvarez,28,65,Bolivia,Bolivia,65,ST,ST,65,74,179lbs,Right,0,550000.0,500.0,1200000.0
3204,M. Pack,29,73,England,Cardiff City,73,CDM,CDM CM,73,74,163lbs,Right,0,3400000.0,22000.0,6500000.0
3205,M. Bejarano,32,69,Bolivia,Bolivia,69,LB,LB LWB LM,69,68,154lbs,Left,0,0.0,0.0,0.0
3206,Y. Sanogo,26,72,France,Toulouse Football Club,72,ST,ST,72,75,163lbs,Right,0,3400000.0,22000.0,6800000.0
3207,O. Özyakup,27,75,Turkey,Beşiktaş JK,75,CM,CM CDM CAM,75,71,165lbs,Right,0,7000000.0,53000.0,14000000.0
3208,Ignasi Miquel,27,70,Spain,CD Leganés,71,CB,CB,71,74,181lbs,Left,1,1800000.0,7000.0,0.0
3209,C. Butcher,29,64,England,Dundee United,67,CB,CM,64,74,183lbs,Right,0,425000.0,2000.0,744000.0
3210,Iñigo Pérez,32,74,Spain,CA Osasuna,74,CDM,CDM CM LB,74,70,163lbs,Left,0,3700000.0,24000.0,7800000.0
3211,E. Izaguirre,32,69,Honduras,Celtic,69,LWB,LB,69,70,170lbs,Left,0,575000.0,20000.0,1000000.0
3212,B. García,35,66,Honduras,Houston Dynamo,67,CAM,CM CDM,66,69,150lbs,Right,0,275000.0,2000.0,399000.0
3213,J. Bidwell,27,70,England,Swansea City,70,LWB,LWB LB,71,72,176lbs,Left,1,1800000.0,15000.0,3600000.0
3214,A. Nsiala,28,65,DR Congo,Ipswich Town,67,CB,CB,67,76,183lbs,Right,2,550000.0,4000.0,1000000.0
3215,L. Sætra,27,63,Norway,Strømsgodset IF,62,CB,CB,63,77,198lbs,Right,0,325000.0,2000.0,406000.0
3216,N. Cameron,28,61,England,Wigan Athletic,61,CB,CB,61,74,172lbs,Right,0,220000.0,1000.0,385000.0
3217,C. Wilson,28,78,England,Newcastle United,78,ST,ST,78,71,146lbs,Right,0,10500000.0,48000.0,20000000.0
3218,M. Ducksch,26,72,Germany,Hannover 96,74,ST,ST,75,74,174lbs,Right,3,3900000.0,21000.0,6500000.0
3219,J. Matip,28,83,Cameroon,Liverpool,84,CB,CB,84,76,198lbs,Right,1,25500000.0,115000.0,49100000.0
3220,A. Regattin,28,71,Morocco,FC Cincinnati,72,RM,RW LW CAM,71,65,146lbs,Right,0,2400000.0,7000.0,3600000.0
3221,D. Caligiuri B,32,77,Italy,FC Augsburg,77,RM,RM RWB RB,77,72,176lbs,Right,0,7000000.0,29000.0,12600000.0
3222,I. Fetfatzidis,29,73,Greece,Greece,73,RM,RM RW CAM,73,65,146lbs,Left,0,0.0,0.0,0.0
3223,K. Ansarifard,30,71,Iran,AEK Athens,71,ST,ST,71,74,176lbs,Right,0,2300000.0,500.0,5100000.0
3224,M. Piossek,30,65,Poland,SV Meppen,65,CAM,CAM,65,69,161lbs,Right,0,500000.0,950.0,725000.0
3225,J. Agudelo,27,68,United States,Inter Miami,69,ST,ST RM,69,73,183lbs,Right,1,1000000.0,4000.0,1600000.0
3226,K. Harris B B,27,71,England,Sheffield Wednesday,71,LW,LW LWB RWB,71,69,150lbs,Right,0,2500000.0,15000.0,4800000.0
3227,N. Lodeiro,31,78,Uruguay,Seattle Sounders FC,79,LM,CAM RM CF,78,67,152lbs,Left,0,9000000.0,11000.0,13500000.0
3228,S. Bertram,29,65,Germany,1. FC Magdeburg,68,LW,ST LM,65,72,181lbs,Left,0,550000.0,2000.0,798000.0
3229,K. Babacar,27,72,Senegal,Alanyaspor,73,ST,ST,73,73,187lbs,Right,1,3600000.0,12000.0,0.0
3230,A. Diallo,28,67,Senegal,Nottingham Forest,67,GK,GK,68,75,181lbs,Right,1,650000.0,12000.0,1300000.0
3231,I. Baldé,30,69,Senegal,Real Oviedo,69,ST,ST,69,75,187lbs,Right,0,1000000.0,6000.0,1600000.0
3232,N. Besara,29,69,Sweden,Örebro SK,70,CAM,CF ST,69,72,168lbs,Right,0,1100000.0,3000.0,1400000.0
3233,G. Krychowiak,30,80,Poland,Lokomotiv Moscow,80,CDM,CDM CM,80,74,185lbs,Right,0,12000000.0,53000.0,19200000.0
3234,A. Said,34,72,Egypt,Egypt,72,CAM,CAM RM,72,69,159lbs,Right,0,0.0,0.0,0.0
3235,C. Fandrich,29,69,Germany,FC Erzgebirge Aue,70,CAM,CM,69,70,148lbs,Right,0,1000000.0,5000.0,1600000.0
3236,Anselmo,31,76,Brazil,Al Wehda,76,CDM,CDM CM,76,73,181lbs,Right,0,6000000.0,23000.0,9900000.0
3237,F. Wiedwald,30,71,Germany,Eintracht Frankfurt,71,GK,GK,71,75,181lbs,Right,0,1600000.0,13000.0,2700000.0
3238,D. Alaba,28,84,Austria,FC Bayern München,84,CB,CB LB,84,71,172lbs,Left,0,27500000.0,105000.0,45400000.0
3239,I. Saadi,28,67,Algeria,RC Strasbourg Alsace,67,ST,ST,67,71,187lbs,Right,0,800000.0,11000.0,1600000.0
3240,M. Salem,35,65,United Arab Emirates,Al Ain FC,65,CB,CB,65,72,174lbs,Left,0,160000.0,500.0,344000.0
3241,B. Leroy,31,72,France,AC Ajaccio,72,GK,GK,72,72,163lbs,Right,0,2000000.0,4000.0,3500000.0
3242,S. Coates,29,81,Uruguay,Sporting CP,81,CB,CB,81,77,203lbs,Right,0,15000000.0,19000.0,30000000.0
3243,A. Ahamada,28,70,Comoros,SK Brann,70,GK,GK,72,74,183lbs,Right,2,1500000.0,3000.0,2000000.0
3244,G. Imbula,26,72,DR Congo,Lecce,72,CM,CM CDM,73,73,170lbs,Left,1,3600000.0,13000.0,0.0
3245,Gabriel Silva,29,74,Brazil,AS Saint-Étienne,74,LWB,LWB LB,74,70,165lbs,Left,0,4600000.0,26000.0,9200000.0
3246,T. Bunbury,30,67,United States,New England Revolution,67,ST,ST RM,67,74,172lbs,Right,0,725000.0,3000.0,1100000.0
3247,A. da Luz,23,60,United States,DC United,60,LM,LM RM CM,66,70,161lbs,Left,6,275000.0,3000.0,0.0
3248,J. Ayew,28,77,Ghana,Crystal Palace,77,ST,ST RM,77,72,179lbs,Right,0,9000000.0,59000.0,17100000.0
3249,C. McAleny,27,62,England,Oldham Athletic,64,RW,ST,62,70,146lbs,Right,0,325000.0,3000.0,569000.0
3250,J. Sala,28,72,Italy,Spezia,72,RB,RB RM,72,71,165lbs,Right,0,2700000.0,500.0,5900000.0
3251,Isco,28,84,Spain,Real Madrid,84,CAM,CAM CM LW,84,69,174lbs,Right,0,31500000.0,210000.0,64599999.99999999
3252,G. Donati,30,73,Italy,AC Monza,74,CB,RB RWB,73,70,168lbs,Right,0,3200000.0,4000.0,5100000.0
3253,J. Martin,30,73,France,Stade Rennais FC,73,CM,CM,73,72,168lbs,Right,0,3700000.0,33000.0,7000000.0
3254,J. Davidson,29,66,Australia,Ulsan Hyundai FC,66,LB,LB LM,66,71,159lbs,Left,0,525000.0,3000.0,683000.0
3255,D. Boyata,29,77,Belgium,Hertha BSC,77,CB,CB,77,74,185lbs,Right,0,7500000.0,41000.0,12800000.0
3256,A. Hayashi,33,72,Japan,FC Tokyo,72,GK,GK,72,77,205lbs,Right,0,1700000.0,6000.0,2100000.0
3257,S. Aurier B,27,80,Ivory Coast,Tottenham Hotspur,80,RB,RB RWB,80,69,163lbs,Right,0,13000000.0,86000.0,24700000.0
3258,Ivo Pinto,30,72,Portugal,Rio Ave FC,72,RB,RB,72,72,154lbs,Right,0,2500000.0,8000.0,5300000.0
3259,P. Cowan-Hall,29,62,England,Colchester United,62,RM,RM,62,68,161lbs,Right,0,300000.0,3000.0,525000.0
3260,Cedrick,24,69,DR Congo,UCAM Murcia CF,68,RM,RM LM,72,66,137lbs,Right,3,1300000.0,5000.0,0.0
3261,Arribas,31,71,Spain,Real Oviedo,71,CB,CB,71,72,168lbs,Right,0,1800000.0,7000.0,2900000.0
3262,Juanmi,27,75,Spain,Real Betis,76,CF,LM ST RM,75,68,152lbs,Right,0,7000000.0,22000.0,14700000.0
3263,I. Paurević,29,69,Croatia,SV Sandhausen,69,CDM,CDM CB CM,69,76,192lbs,Right,0,900000.0,4000.0,1400000.0
3264,P. Kasami,27,73,Switzerland,FC Sion,73,RM,RM CAM ST,73,74,192lbs,Left,0,4200000.0,25000.0,6100000.0
3265,M. Sansores,29,65,Mexico,Mazatlán FC,65,ST,ST,65,69,161lbs,Right,0,550000.0,4000.0,935000.0
3266,A. Stevanović,28,70,Switzerland,Wisła Płock,69,LM,LM RM,70,71,163lbs,Right,0,1800000.0,5000.0,2400000.0
3267,L. Crisetig,26,73,Italy,CD Mirandés,73,CM,CM CDM,74,72,176lbs,Left,1,4600000.0,8000.0,7500000.0
3268,J. Bond,27,64,England,West Bromwich Albion,64,GK,GK,67,76,185lbs,Right,3,400000.0,12000.0,830000.0
3269,J. Parker,29,61,Antigua &amp; Barbuda,Wycombe Wanderers,62,RW,ST,61,71,168lbs,Right,0,250000.0,3000.0,463000.0
3270,K. Appiah,28,62,Ghana,AFC Wimbledon,62,ST,ST,62,71,176lbs,Right,0,325000.0,2000.0,569000.0
3271,Cubillas,30,66,Spain,C.D. Castellón,66,ST,ST,66,75,172lbs,Right,0,625000.0,3000.0,969000.0
3272,P. Djilobodji,31,72,Senegal,Gazişehir Gaziantep F.K.,72,CB,CB,72,76,181lbs,Left,0,2300000.0,10000.0,4600000.0
3273,K. Igboananike,31,64,Nigeria,IK Sirius,64,ST,ST,64,69,154lbs,Right,0,400000.0,1000.0,500000.0
3274,R. Bowman,28,63,England,Exeter City,63,ST,ST,63,73,183lbs,Right,0,375000.0,3000.0,656000.0
3275,F. Lejeune,29,77,France,Deportivo Alavés,78,CB,CB,78,74,196lbs,Right,1,8500000.0,24000.0,0.0
3276,E. O'Kane,29,65,Republic of Ireland,Luton Town,65,CDM,CDM CM,65,68,152lbs,Right,0,475000.0,4000.0,0.0
3277,Pizzi,30,84,Portugal,Portugal,84,RM,RM CM,84,70,159lbs,Right,0,29500000.0,25000.0,59000000.0
3278,D. Alibec,29,72,Romania,Romania,72,ST,ST,72,74,194lbs,Left,0,3100000.0,10000.0,4200000.0
3279,S. Morsy,28,70,Egypt,Middlesbrough,70,CDM,CDM CM,70,68,165lbs,Right,0,1600000.0,10000.0,3000000.0
3280,S. Makienok,29,66,Denmark,FC St. Pauli,66,ST,ST,66,79,207lbs,Right,0,650000.0,6000.0,1000000.0
3281,G. Francomb,28,64,England,Crawley Town,64,RB,RB CB,64,71,161lbs,Right,0,375000.0,3000.0,656000.0
3282,E. Larsson,28,70,Sweden,Malmö FF,70,RB,RB CB,70,69,159lbs,Right,0,1500000.0,5000.0,2000000.0
3283,J. Morrow,32,70,United States,Toronto FC,70,LB,LB LWB LM,70,69,165lbs,Left,0,1100000.0,5000.0,1700000.0
3284,J. Toornstra,31,75,Netherlands,Feyenoord,75,CM,CM CAM,75,70,163lbs,Right,0,5500000.0,14000.0,7700000.0
3285,M. Perin,27,82,Italy,Genoa,82,GK,GK,84,74,170lbs,Right,2,18500000.0,20000.0,34700000.0
3286,T. Eaves,28,67,England,Hull City,67,ST,ST,67,75,190lbs,Right,0,800000.0,4000.0,1400000.0
3287,M. Pereira,32,66,France,CFR Cluj,66,LW,LW RW,66,71,161lbs,Right,0,500000.0,5000.0,700000.0
3288,Ximo Navarro,30,74,Spain,Deportivo Alavés,74,RB,RB CB,74,69,165lbs,Right,0,4400000.0,19000.0,9200000.0
3289,Y. de Lanlay,28,67,Norway,Viking FK,67,RW,RW LW,67,71,159lbs,Right,0,775000.0,2000.0,969000.0
3290,Sérgio Oliveira,28,78,Portugal,FC Porto,78,CM,CM,78,71,172lbs,Right,0,10500000.0,16000.0,21000000.0
3291,D. Burn,28,75,England,Brighton & Hove Albion,76,CB,CB LB,76,78,192lbs,Left,1,6500000.0,46000.0,12800000.0
3292,M. Gillespie,28,71,England,Newcastle United,71,GK,GK,74,76,194lbs,Right,3,2100000.0,19000.0,4099999.9999999995
3293,E. Frear,28,64,England,Forest Green Rovers,64,LM,LM,64,70,143lbs,Left,0,450000.0,5000.0,788000.0
3294,Pichu Atienza,30,68,Spain,Real Zaragoza,68,CB,CB,68,75,187lbs,Right,0,725000.0,4000.0,1200000.0
3295,F. Moubandje,30,70,Switzerland,Alanyaspor,70,LB,LB CB LWB,70,71,163lbs,Left,0,1400000.0,8000.0,2800000.0
3296,G. Williams B,27,63,England,Milton Keynes Dons,65,CB,CB RWB,65,69,154lbs,Right,2,375000.0,2000.0,684000.0
3297,A. Abdennour,29,70,Tunisia,Kayserispor,70,CB,CB,70,74,185lbs,Left,0,1500000.0,8000.0,3000000.0
3298,P. Herrmann,29,78,Germany,Borussia Mönchengladbach,78,RW,RW RM,78,70,154lbs,Right,0,10000000.0,44000.0,17000000.0
3299,D. Stahl,31,67,Germany,SpVgg Unterhaching,67,CDM,CDM CM,67,72,174lbs,Right,0,575000.0,3000.0,834000.0
3300,C. Anene,27,62,Norway,FC Midtjylland,63,ST,ST,63,74,198lbs,Right,1,350000.0,5000.0,481000.0
3301,M. Höger,30,72,Germany,1. FC Köln,72,CDM,CDM CM,72,72,183lbs,Right,0,2600000.0,18000.0,4700000.0
3302,J. Guilavogui,29,78,France,VfL Wolfsburg,80,CB,CDM CM CB,78,74,170lbs,Right,0,9000000.0,44000.0,15300000.0
3303,Caio,29,73,United Arab Emirates,Al Ain FC,73,ST,ST LM,73,70,154lbs,Right,0,4000000.0,500.0,8600000.0
